id,mu_c,mu_a,sd_c,sd_a,threshold,c,a,n_learning,vignette,units,interval,valence,cause,confidence,justification,vibes_c,vibes_a,age,gender,attention_check,comments,rt_judgment,rt_confidence
2y8odzofa3mdwwnr9go0a8xn6sk7pdce,75,75,50,50,199,100,100,10,sales,ream,day,positive,0.714316883529038,0.709239130434783,"It seems like a necessary thing for Susan to sell 100 reams if Mike has sold 100, in order to turn a profit. But I was a little less than certain about it since Mike's contribution is necessary as well.",0.674329577911774,0.684485084100286,32,Male,Yes.,No comments.,15741,6756
whksra3qetvjt34081tr4v9vnt9byz80,75,75,50,50,199,100,100,10,sewage,gallon,day,negative,0.923179991067441,0.760458538037815,I believe both parties are responsible for the pollution as they both sent 100 gallons.,0.276909334524341,0.432216763436058,32,Female,Yes.,NA,16174,4557
urzgkjwjpqs1aawqowtrfydvh22vfses,75,75,50,50,199,100,100,10,sales,ream,day,positive,1,0.80188679245283,They both need to sell 100 each to make a profit and she met her quota.,0.27958833619211,0.317324185248714,36,Male,Yes.,NA,13886,3203
9re9q3an4ybymdb9qnl9r2kxao9n8q6z,75,75,50,50,199,100,100,10,trucking,case,day,negative,0.500900373655067,0.683856300364651,Because each company was 50% responsible since they both ordered the same amount.,0.279048305046594,0.293454283527664,56,Male,Yes.,no,21439,8415
jtghz7dchtgxq67grj49dchm5rh2g3ca,75,75,50,50,99,100,100,10,funding,student,year,positive,0.608919382504288,0.560891938250429,Because to some extent yes. The law is the actual reason as well as the other school combined with it.,0,0,43,Male,Yes.,no,10334,4358
k9b8cwojylvhtpgevh4nvn4ztth1wlr8,75,75,1,50,199,100,100,10,trucking,case,day,negative,0.601200686106346,0.692967409948542,"Hammerco's daily orders varied less than BrickWorks' did. So, Hammerco having a big day of orders put them over the top",0.66295025728988,0.179245283018868,40,Female,Yes.,no,17429,5457
8zlwp4s4amv8zffsge82agsmqfp68ams,75,75,1,50,199,100,100,10,electricity,megawatt,day,negative,0.493138936535163,0.945969125214408,Both of their use of 100 triggered the use of non renewable energy.,0.253001715265866,0.572041166380789,59,Male,Yes.,NA,16893,6758
16w40p7tfz3djb9jn082s2olfx1b1p8m,75,75,50,50,99,100,100,10,savings,dollar,month,positive,0.593696397941681,0.583565608919383,Luke caused the bonus but it could it also be said that Lisa caused the bonus. So saying Luke caused the bonus is not completely accurate although it's technically true.,0.113073542024014,0.0979309605488851,61,Female,Yes.,"Interesting study, good luck with your research.",30132,31046
06atpce9ht87ax9n1qrck319doyd1a4l,75,75,1,50,99,100,100,10,sewage,gallon,day,negative,1,1,"Both are at fault, they both went over the limit, so it's safe to say I would agree that both of them are liable",0,0.211835334476844,30,Female,Yes.,NA,8899,2607
q78qr5nfqo8hlrhgul7bxlqjyd6pxnez,75,75,50,50,199,100,100,10,electricity,megawatt,day,negative,0.724443175328384,0.564534551684752,"It is my truest perception
",0.61307824100514,0.709023415191319,51,Male,Yes.,none so far,4845,5603
bh0svzf55qjxdk3cpkvytp79qnwqzzsg,75,75,1,50,99,100,100,10,trucking,case,day,negative,0.016295025728988,1,"100 from the Brick Works company alone would necessitate two trips. So, to say that Hammerco was the reason for the two trips is not entirely accurate.",0.527444253859348,0.861921097770154,43,Female,Yes.,"No, I tried my best!",14230,4406
639ngh8sxq9uyh0x2ovbur81o4r8emxb,75,75,1,50,99,100,100,10,electricity,megawatt,day,negative,1,0.990566037735849,"I felt that both were responsible for it, but since I was asked about that one, they had used the 100 and they used it up regardless if the other place used any.",0.734133790737564,0.125214408233276,47,Female,Yes.,It was engaging and everything was fine,22334,7558
9zqf9alrnz83srpxd39mrotz63s9mt53,75,75,1,50,99,100,100,10,trucking,case,day,negative,1,0.998284734133791,because the bridge takes a maximum load of 99 and the amount the one company ordered was already above the maximum load allowed,0.110634648370497,0.122641509433962,60,Male,Yes.,NA,39824,15878
nvheb40f6zkmr4lelnsvvtee0w0g58yx,75,75,50,50,99,100,100,10,sales,ream,day,positive,0.496569468267581,0.500857632933105,she sold the same amount so this would be split equally.,0.156946826758148,0.170668953687822,40,Male,Yes.,NA,15200,4078
xl8xyvky241abpyalylbt8wemb4v7z9m,75,75,50,50,99,100,100,10,funding,student,year,positive,0.299054394976133,0.325770913116867,Because sometimes one sent way more than the other.,0.212735579668761,0.106230829264751,32,Other,Yes.,NA,16887,3311
ssd8xs7qzp3eu3hd7oqh6qzdc4c5lo5o,75,75,1,50,199,100,100,10,savings,dollar,month,positive,0.846931779225231,0.527425437092904,graph showed luke saved 100 dollars,0.674837161467261,0.452691121014741,58,Female,Yes.,NA,19654,4032
t05dvtu5qa0e5em3ew1z361qq99eud7v,75,75,50,50,99,100,100,10,savings,dollar,month,positive,0.49388936535163,1,I think they both had an equal amount put into their savings so I put it in the middle as he wasn't fully responsible and both deserve equal credit.,0.18636095626072,0.185771333619211,21,Male,Yes.,"No, this was great. Thank you.",17116,8848
v17cytwn8vhvuwnbeqpn2nzr7mxebjsw,75,75,1,50,199,100,100,10,funding,student,year,positive,0.692779802744425,0.303200042881647,Seems like South is more important because it varies a lot more.,0.594527229845626,0.740646440823328,36,Male,Yes.,"Was thrown off by the question about the variations between south and north because I didn't consider it, only the total.",15153,8369
h5zk7zrsx9s79rvtml8odccrjl1tvqkm,75,75,1,50,199,100,100,10,electricity,megawatt,day,negative,0,0.909948542024014,"Well, they are each in part responsible. If Chester was the only city involved, then they the use would not matter as much, but it still matters as far as the amount of energy used.",0,0,64,Female,Yes.,"I attempted to try and remember the amounts of each town's amount of energy used, but I was not able to remember which town used more in each section.",41478,21392
bu4095cx99sqdsh0t1w98fzuc2f4fjze,75,75,1,50,99,100,100,10,sewage,gallon,day,negative,0.8147512864494,0.924528301886793,they went over the amount that would produce,0.740137221269297,0.518867924528302,70,Male,Yes.,none,16195,16179
vkp39o9dow6g2e2qb9yr2ua2qga0n3ch,75,75,50,50,99,100,100,10,sewage,gallon,day,negative,0.523156089193825,1,I responded in the halfway mark because I believe both plants are equally responsible so I blame them 50% each.,0.0145797598627787,0,38,Female,Yes.,NA,23831,9225
9snffgv2oyzmzje9ntxcxy8snf5xfcgr,75,75,50,50,199,100,100,10,sales,ream,day,positive,1,0.853788138498457,Because if they look at it as their work load being divided in half then she pulled her weight on her end.,0.939492629413781,0.843503599588618,41,Female,Yes.,"interesting study, thanks!",28297,7369
gj449uov1wo38dkfhtaq5pt9yjy5x0cz,75,75,50,50,199,100,100,10,sales,ream,day,positive,1,1,"Sally contributed to half the sales and exactly the same as mike, with 1 less sale the company would have made no profits, so she totally contributed.",0.124356775300172,0.237564322469983,23,Male,Yes.,NA,25315,6706
vkskmrtm82bfnbfxrz8su0xcneyses90,75,75,1,50,99,100,100,10,sales,ream,day,positive,1,1,I just read the chart,0.480328044596913,0.022432461406518,26,Male,Yes.,NA,8670,5505
ephuxc9qzv3g07rz1j0bt1l1x9xczplx,75,75,50,50,99,100,100,10,sewage,gallon,day,negative,0.509313357632933,0.508589729845626,both of them together sent more sewage than the plant an handle. There's no way to assign blame to only one company,0.0297625428816467,0.0431496569468268,45,Female,Yes.,no,18248,6866
45gowzmn4084bezx4zjo5uv6vdq96520,75,75,50,50,199,100,100,10,savings,dollar,month,positive,0.511564644082333,0.833485205831904,"Luke and Lisa were equally responsible for the bank putting the bonus in their account. Therefore, Luke was 50% responsible and Lisa was 50% responsible.",0.673469661234991,0.678494854202401,33,Female,Yes.,NA,14788,6520
fkybcfst81bur8j494rgeedxf4we1w3p,75,75,50,50,199,100,100,10,savings,dollar,month,positive,0.507718696397942,1,"This particular month it took both of their deposits to equal the amount to earn a bonus.  So, I wouldn't give all of the credit to just one person.",0.626929674099485,0.630360205831904,70,Female,Yes.,NA,17586,6706
dkgduljfxb3rhzqw4rtocfdhsgptok40,75,75,1,50,99,100,100,10,sewage,gallon,day,negative,1,1,They produced 100. The threshold was 99.,0,0,57,Male,Yes.,NA,27688,12103
dwymz6yu376xj7axkw3mdtpnetwfjnyw,75,75,50,50,99,100,100,10,electricity,megawatt,day,negative,1,0.999714448886351,because he went over 99% which was the cap,0.225870930896631,0,62,Female,Yes.,no,22230,8741
a5j6qoooerosz1oqf2m02cqrqcgj9zek,75,75,1,50,199,100,100,10,trucking,case,day,negative,1,1,thr bridge can hold 199 and the order is 200,0.822934521768941,0.887384298937264,44,Male,Yes.,no,23391,6367
qpfj5wgdkcxuw8284omfs9heucslw7pl,75,75,1,50,199,100,100,10,sales,ream,day,positive,0.563078505313678,0.718032224888584,It is the appropriate response after reading the instructions,0.537709976002743,0.610387384298937,51,Male,Yes.,NA,4187,4139
hht5419yofzfu0afj38qmg7nd3e7dkm4,75,75,1,50,199,100,100,10,electricity,megawatt,day,negative,0.552315608919383,0.55917667238422,both could use more or less so it is not the use of one particular user that caused it,0.505145797598628,0.295883361921098,49,Male,Yes.,NA,26685,13804
bdvj3bfghrezhjfsfnma7z6dn83qpplq,75,75,1,50,199,100,100,10,sales,ream,day,positive,0.558319039451115,0.119210977701544,I'm not sure.  It just seems like they should each do 100 per day minimum and Suzie never reaches that.  But overall she is more stable and probably a better employee!,0.619210977701544,0.150943396226415,45,Female,Yes.,Thank you!  It was interesting!,29246,6683
8veuk24fyvd57bdv517lohdh8ymd96f8,75,75,50,50,199,100,100,10,trucking,case,day,negative,0.5,0.702948234487487,"Because both companies ordered 100 lbs of bricks, so it is not either one of their faults that Ned had to take 2 trips,.",0.641926636955777,0.6638669866301,66,Female,Yes.,NA,24651,10669
9290qmsa4t5smnfr94e7pgv2lh7a57k9,75,75,50,50,99,100,100,10,sewage,gallon,day,negative,0.697255574614065,0.76672384219554,"Taken on its own, if you send over 99 gallons to the treatment facility, the river will get polluted -- this is true regardless of what the other plant is doing.",0.206689536878216,0.210120068610635,52,Male,Yes.,Everything was clear and worked smoothly.,24687,9711
87h2z35um800epcqm48xzfszua9bwbvn,75,75,1,50,99,100,100,10,sewage,gallon,day,negative,1,1,"Because anything over 99 gallons pollutes the river. Huxley steel sent 100 gallons of sewage, so, even on its own, it would've polluted the river with 1 gallon of sewage.",0.573363044223517,0,23,Male,Yes.,NA,28675,22956
m4tyhglk19qgcohxvqmyynz16m4soohv,75,75,1,50,199,100,100,10,trucking,case,day,negative,1,1,They usually order the same amount so for them to increase their amount they caused the need for two trips.,0.848988687007199,0.0673637298594446,31,Male,Yes.,No,12811,2659
avckew3ouhk40eyclce7yugcjl9ad3ot,75,75,1,50,199,100,100,10,sewage,gallon,day,negative,0.545293739279588,0.654963550600343,"It did cause it to be polluted, so more than 50% sure, but it was only in conjunction with the other producing the same amount of effluent, so not 100% sure",0.149898156089194,0.136497641509434,37,Male,Yes.,NA,17099,7796
ef0p7dfhclo08wrvpxhw5n2g1sbwrczo,75,75,1,50,99,100,100,10,electricity,megawatt,day,negative,1,0.934819897084048,"They used 100 out of 100 renewable energy, so if Franklin uses any at all then...",0.512006861063465,0.283876500857633,47,Male,Yes.,NA,22062,6930
bmqhg1sse5dxhc6w9s6owhuz8njuulhg,75,75,1,50,199,100,100,10,trucking,case,day,negative,0.331046312178388,0.855917667238422,"they were always so consistent regardless of the other company.  If they had ordered the normal 73 to 77, there would have been no need for the second trip.",0.963121783876501,0.0677530017152659,61,Female,Yes.,NA,21933,9422
jwmmqza9so4xvlblpsfuh5ymc99jj6c7,75,75,1,50,99,100,100,10,sales,ream,day,positive,0.258423757852656,0.51313535122787,"Susan sells a steady 75 reams per day, so really Mike only needs to usually sell 24 reams, give or take, on any given day.  Therefore, Susan more than likely would have already sold the 75% of reams needed to make profit, like she usually would, so her selling the extra 125 than usual didn't really make or break whether profit was achieved.",0.808395202741291,0,32,Female,Yes.,NA,20407,5924
1qezqsm5t3vwbxe8zabg25lmeofm091q,75,75,1,50,199,100,100,10,trucking,case,day,negative,0.519725557461407,1,Because I felt that way about why he had to make two trips across the bridge.,0.177530017152659,0.201543739279588,57,Male,Yes.,NA,22463,8902
qlfq5mz5re75xrrn657b6sk8ry18ort2,75,75,1,50,99,100,100,10,savings,dollar,month,positive,0.505896226415094,0.177905231560892,"I responded that way because even though Luke's $100 alone would have resulted in the bonus, so would have Lisa's $100. They are kind of a partnership since it's a special joint account. So I placed my answer in the middle between the two extreme choices. But the way you're framing the question, I can see why answering that he totally was the cause of the bonus could also be a valid answer. Now I have doubts about how I think and reason.",0.712800171526587,0.216686320754717,56,Female,Yes.,My previous comment says it all.,28613,34205
0eg9e1o4tvb59r988rwtkkenkpq20o0q,75,75,1,50,199,100,100,10,sales,ream,day,positive,0.732447872036561,0.736303913167666,if susan would step it up and try to sell more units per day than her average the store would be in profit more often.,0.94515852613539,0.0345044273064839,36,Male,Yes.,NA,20676,13891
p5nu8a7819mokodyde6tm7ohm4ncr4eo,75,75,1,50,99,100,100,10,funding,student,year,positive,0.502572898799314,0.739279588336192,"they both sent the same amount, so I felt that they equally contributed",0.0608919382504288,0.362778730703259,33,Female,Yes.,NA,10643,5678
lum505x405crodr4ghk3vbe5gcy83q3x,75,75,1,50,199,100,100,10,electricity,megawatt,day,negative,1,1,The graph seems to show the answer. Although I am math-exempt.,0.498793953687822,0.499812392795883,60,Male,Yes.,"Not too good with math guys. Old and stupid I guess. Thank you, and have a good day.",28358,6962
xfu0640zgyfokywtvne22h7zhdnn8ejm,75,75,1,50,199,100,100,10,electricity,megawatt,day,negative,0.00171526586620926,1,Because the amount of energy for both Chester and franklin are the same,0.498284734133791,0.0197255574614065,70,Female,Yes.,NA,40607,13499
nru9jzv5t3cjs1xyurex2m6386ytczha,75,75,50,50,99,100,100,10,sewage,gallon,day,negative,0.993138936535163,0.996569468267582,because producing 100 gallons of sewage is over the threshold to consider the river polluted,0.0248713550600343,0.0197255574614065,60,Female,Yes.,reminded me how bad water pollution can be,16822,9502
jyskb5j4z6jvm5b30z2gcdhtaj0e7uyz,75,75,50,50,199,100,100,10,savings,dollar,month,positive,0.491772368872129,0.955262255742201,They are both equally responsible for hitting the bonus qualification by each saving the same amount of money,0.438978402468289,0.426636955776483,25,Female,Yes.,NA,11406,3922
dedukx2xq04ay98oub3owlvptmlnlg12,75,75,50,50,199,100,100,10,savings,dollar,month,positive,0,0.927958833619211,Lisa also contributed. Without her$100 they will not get the bonus,0.501715265866209,0.505145797598628,47,Female,Yes.,NA,26914,11377
q9syfu44nkolbaowm14c4e1t3ejpx4ea,75,75,1,50,199,100,100,10,savings,dollar,month,positive,0.499401376833283,0.730469919185873,Luke saved a 100 dollars,0.285797438882421,0.394062863795111,24,Male,Yes.,NA,27017,19626
d77pz3f7nu9m7owbdm3bz1k6ocklesrx,75,75,50,50,99,100,100,10,electricity,megawatt,day,negative,0.490401097017484,0.763284196091875,I responded in the middle because both towns shared equal responsibility since they consumed the same amount of power.,0,0,40,Female,Yes.,NA,43124,11030
e3po2cbn0drknffk7k15efb9mm0568k6,75,75,50,50,199,100,100,10,savings,dollar,month,positive,0.508576329331046,1,Luke only was responsible on the condition that Lisa deposited almost exactly the same amount.,0.508576329331046,0.493138936535163,67,Female,Yes.,Thank you for allowing me to participate in this interesting and enjoyable study!!,16159,5367
pg4t8uf7tjgkcz0uq5epyref2o5xnb1c,75,75,1,50,99,100,100,10,sales,ream,day,positive,0.189615109628217,0.850244280266921,Only Mike's sales would have led to a profit this day.,0.591903002859867,0.153390133460439,68,Male,Yes.,well done sirs,15326,10229
e2h3hfr1hs73qp6pqbskddxx90zy9kgg,75,75,50,50,99,100,100,10,sewage,gallon,day,negative,1,0.993366745283019,Both of the plants are responsible,0.0812607204116638,0.102982954545455,40,Female,Yes.,NA,20294,5461
k9y5nda71ztt5rddf45m6z78pxq0va7l,75,75,50,50,99,100,100,10,savings,dollar,month,positive,0.507424328954883,0.270416904625928,both of them are equally responsible for getting the bonus so it's not just luke that gets the credit. they both get the credit.,0.176185037121645,0.184180468303826,61,Female,Yes.,no,16683,17999
13numeok638y6n9w4so83onpvfara6yb,75,75,50,50,199,100,100,10,electricity,megawatt,day,negative,0.890222984562607,0.948542024013722,I feel that they contributed to using renewal energy because they used quite a bit.,0.139794168096055,0.117495711835334,45,Female,Yes.,no,20151,16260
gz598z4pktpys78f49ym85sl03fwhsqo,75,75,50,50,99,100,100,10,savings,dollar,month,positive,0.494854202401372,0.756432246998285,They are both equally responsible though either could have been the reason,0.24442538593482,0.246140651801029,36,Female,Yes.,no,9858,2367
qyl9h0ajbr0ewrmz2n6830351n00ya4u,75,75,50,50,99,100,100,10,sewage,gallon,day,negative,1,1,100 is greater than 99.,0,0,39,Other,Yes.,NA,9000,8312
yew9sbpqh6t3mn137o7s0plueo3222en,75,75,50,50,99,100,100,10,savings,dollar,month,positive,0.925471159337521,1,Luke was the first to deposit the money.,0.617647058823529,0.497715591090805,56,Male,Yes.,no,14158,12055
u42tf41sc232tf3c0lejj76uwe7h7a65,75,75,50,50,99,100,100,10,savings,dollar,month,positive,1,1,it only took one of them to deposit the 100 to get the bonus so he did do it,0,0,53,Male,Yes.,NA,12119,3823
d422u2t4z2jd5q7rac11nlwc06dccq0k,75,75,50,50,99,100,100,10,sewage,gallon,day,negative,1,1,I assume they know of the other plant and know that they contribute to the waste. If they were interesting in not polluting the river they would produce less waste,0.107081667618504,0.0819531696173615,23,Female,Yes.,NA,29729,6152
t6yn16h11v64043f3be1fnq88c0xgr5s,75,75,1,50,199,100,100,10,electricity,megawatt,day,negative,0.717346588961262,0.615765341103874,"Chester is most consistent in the 70's.  If they were at 100, their increase pushed the grid over",0.765255399382928,0.153496743229345,57,Female,Yes.,NA,17189,15140
gyl2ekkbv2wrxoovqv2apo9ngnqnlxd7,75,75,1,50,99,100,100,10,funding,student,year,positive,0,1,south was over 99 so it didnt matter,0.759005145797599,0.285591766723842,57,Male,Yes.,none,27435,6702
zucccqarln5evqwdsy5ore9aykxxslbp,75,75,1,50,99,100,100,10,savings,dollar,month,positive,0.526586620926244,0.891938250428817,I figured they were both equally responsible since they both saved 100$,0.772727272727273,0.136363636363636,22,Male,Yes.,NA,18189,7964
ga4jhh5h7ygt6d4m2h7zb0ja8spa03cn,75,75,50,50,99,100,100,10,electricity,megawatt,day,negative,0.496569468267581,1,Because both towns used equal amounts of energy split down the middle of 100/100.,0.180960548885077,0.608061749571184,55,Male,Yes.,NA,40456,5398
z0prm996mllg8yjpoys1f04t4eug6qnm,75,75,50,50,199,100,100,10,sewage,gallon,day,negative,0.511612958519026,0.982194892012341,"If they combine to pollute, then each polluter is responsible",0.0235258827562564,0.0326534110387384,60,Female,Yes.,Thank you,21375,14945
6va6zbqz51k7yqltvmzkgz9jnc7423pl,75,75,50,50,99,100,100,10,electricity,megawatt,day,negative,0.833619210977702,0.831903945111492,"You asked me to demonstrate that I read the instructions by responding a certain way. In this case, by ignoring the items listed and instead providing the specified response (""cycling""). This ensures that I'm paying attention to the instructions provided and responding accordingly. If you have any further questions or instructions, feel free to let me know!



",0.783018867924528,0.590909090909091,24,Male,"No, I did not take the study seriously",NA,10478,17619
ao7p59r8jkr725s3dv4a70wxxoqar54l,75,75,1,50,99,100,100,10,funding,student,year,positive,0.5,0.562607204116638,Because they are half responsible.,0.00943396226415094,0.0591766723842196,67,Male,Yes.,NA,19615,19693
5l9j2t529kp4r1ac7ogpktf8v1h7b8ad,75,75,1,50,199,100,100,10,trucking,case,day,negative,0.696397941680961,0.122641509433962,Hammerco was fairly consistent on how many bricks they ordered. This time they ordered more.,0.885077186963979,0,66,Female,Yes.,NA,33702,8420
l26sj9q8k4gggeybqz7svwtcabrwmf5h,75,75,50,50,99,100,100,10,sales,ream,day,positive,0.926685784734134,0.884648370497427,"I think that both employees are equally responsible for the profit on this day.
",0.339073220411664,0.587304352487136,47,Female,Yes.,NA,20030,7522
5u90vl7pruk0zf104x100wmjuz5zvmap,75,75,50,50,99,100,100,10,trucking,case,day,negative,1,0.992290119931468,Because Ned can carry only 99 cases of bricks per trip and having to go for 200 cases of bricks he needs to take two trips across the river,0.835808109651628,0.850656767561393,21,Male,"No, I was distracted.",I do not have anything else to add,19657,10488
yr4brw22dgvhmgkjsh124gxga8vfnxq7,75,75,1,50,199,100,100,10,electricity,megawatt,day,negative,0.507718696397942,1,They both used the same so that would be 50% Chester's fault!,0,0,71,Female,Yes.,NA,27116,8481
uxznqyc7n2h92m6o5tyvx9j5pnm7bfz1,75,75,1,50,199,100,100,10,savings,dollar,month,positive,0.566037735849057,0.48885077186964,because luke usually only saves around $75 which is why they tend to go under the $200 even if lisa saves more than $100,0.577186963979417,0.270154373927959,22,Female,Yes.,NA,14445,4980
kjrgtham306dxlv0934n5qqw35k7d4wz,75,75,50,50,199,100,100,10,sales,ream,day,positive,0.533123929183324,0.671330668189606,Since she performed half of the operations she had to have been instrumental in getting to the goal,0.814677327241576,0.690177041690463,57,Male,Yes.,"I didn't notice any errors or typos and had no issues at all, thank you!",7860,5618
vcu3wnsg4rqptfy1v4z27m2c5zcnbs8m,75,75,50,50,199,100,100,10,savings,dollar,month,positive,0.594339622641509,0.591766723842196,he gained this time.,0.36106346483705,0.35934819897084,63,Female,Yes.,NA,7131,17611
p187e9th4s04783xfovw8kzlsclwwqfe,75,75,50,50,99,100,100,10,trucking,case,day,negative,0.819897084048027,0.830188679245283,Because either way he needed 2 trips with Hamerco,0.299313893653516,0.273584905660377,47,Male,Yes.,NA,19888,6447
3tpkv7t8udkctf2byg242v1xtplwyc1q,75,75,1,50,99,100,100,10,trucking,case,day,negative,1,1,Because the bridge can only support the weight of 99 bricks. I assume Ned will follow the recommended guidelines.,0.566037735849057,0.192109777015437,52,Female,Yes.,no,17042,4036
4c9xgn948g42cckcup46p00qtgknbomf,75,75,1,50,199,100,100,10,electricity,megawatt,day,negative,0.506003430531733,0.982847341337907,"The full spectrum response was labelled ""totally"", which suggests a 100% responsibiilty. The city being a 50% contributor, I thought a medium response was most accurate.",0,0,55,Male,Yes.,NA,17242,4726
g9bpb8982q2r29zxaabrar0lmfbcqgp1,75,75,1,50,99,100,100,10,sewage,gallon,day,negative,0.993996569468268,0.935677530017153,because they contributed more than the max sewage the system can take. Even if the other one did not send any the river would still be contaminated,0.98885077186964,0.0677530017152659,35,Female,Yes.,great study,30154,7915
wk6m7qfsfvtc5yx3oy7hrm9j8zboezx4,75,75,1,50,199,100,100,10,sewage,gallon,day,negative,0.997427101200686,1,both contributed to the pollution by producing lots of sewage than the usual,0.855060034305317,0.899656946826758,67,Female,Yes.,NA,21199,3127
ckbxf6pf7ybwxhw64lwsoxqw45zpcdec,75,75,1,50,199,100,100,10,sewage,gallon,day,negative,0.529159519725557,0.515437392795883,Huxley steel contributed the same amount of pollution as Huxley lumber on that day making them equal in ownership of the problem.. not matter how many days they were well under 100 (IE in the 70's it would appear).,0.845626072041166,0.0360205831903945,55,Male,Yes.,"If I was an inspector I would ask why Huxley steels pollution output increased by that much which was unexpected, maybe something went wrong inside the plant and needs to be fixed.  Would also look at why the lumber plant is putting so much out and see if there were ways to cut back..",57485,9019
at0cqpck11vskj0n82gbrer0c68e599g,75,75,50,50,199,100,100,10,sales,ream,day,positive,1,1,"If she had not sold 100, there is a 100% chance they did not make a profit",0,0,50,Male,Yes.,No,14712,6531
b1jq0da9j3mvzhv3mj7un8uajo5q815o,75,75,50,50,99,100,100,10,savings,dollar,month,positive,0.515083990401097,0.98680150839904,Either deposit would have resulted in a bonus.,0.478745286253,0.508913267055194,57,Male,Yes.,NA,8645,4289
quy8hk4urok16z6lnxbzbpva7d6a36yr,75,75,1,50,99,100,100,10,electricity,megawatt,day,negative,0.781303602058319,0.734133790737564,I looked within basically.,0.635506003430532,0.628644939965695,59,Male,Yes.,thanks and have a great weekend,20276,32014
