id,mu_c,mu_a.x,sd_c.x,sd_a.x,threshold.x,c.x,a.x,n_learning.x,prolific_id,study_id.x,session_id.x,name,units.x,interval.x,valence.x,cause,confidence,justification,vibes,age,gender,attention_check,comments,rt_judgment,rt_confidence,block,trial,rt,n_incorrect,mu_a.y,sd_c.y,sd_a.y,threshold.y,c.y,a.y,n_learning.y,study_id.y,session_id.y,vignette,units.y,interval.y,valence.y,normality,structure
6frgp0k6oau7xuv3938m8frr1kmlcteg,25,75,25,25,167,84,84,10,6942cdbe08f75d111bb9713d,6945af5c25ee29016567edf9,6970203490ab114a891dc9c8,sewage,gallon,day,negative,1,1,,,55,,,,,,3,21,1976,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6frgp0k6oau7xuv3938m8frr1kmlcteg,25,75,25,25,167,84,84,10,6942cdbe08f75d111bb9713d,6945af5c25ee29016567edf9,6970203490ab114a891dc9c8,sewage,gallon,day,negative,1,1,,,55,,,,,,3,22,2031,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6frgp0k6oau7xuv3938m8frr1kmlcteg,25,75,25,25,167,84,84,10,6942cdbe08f75d111bb9713d,6945af5c25ee29016567edf9,6970203490ab114a891dc9c8,sewage,gallon,day,negative,1,1,,,55,,,,,,3,23,1887,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6frgp0k6oau7xuv3938m8frr1kmlcteg,25,75,25,25,167,84,84,10,6942cdbe08f75d111bb9713d,6945af5c25ee29016567edf9,6970203490ab114a891dc9c8,sewage,gallon,day,negative,1,1,,,55,,,,,,3,24,1728,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6frgp0k6oau7xuv3938m8frr1kmlcteg,25,75,25,25,167,84,84,10,6942cdbe08f75d111bb9713d,6945af5c25ee29016567edf9,6970203490ab114a891dc9c8,sewage,gallon,day,negative,1,1,,,55,,,,,,3,25,1399,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6frgp0k6oau7xuv3938m8frr1kmlcteg,25,75,25,25,167,84,84,10,6942cdbe08f75d111bb9713d,6945af5c25ee29016567edf9,6970203490ab114a891dc9c8,sewage,gallon,day,negative,1,1,,,55,,,,,,3,26,1360,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6frgp0k6oau7xuv3938m8frr1kmlcteg,25,75,25,25,167,84,84,10,6942cdbe08f75d111bb9713d,6945af5c25ee29016567edf9,6970203490ab114a891dc9c8,sewage,gallon,day,negative,1,1,,,55,,,,,,3,27,1272,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6frgp0k6oau7xuv3938m8frr1kmlcteg,25,75,25,25,167,84,84,10,6942cdbe08f75d111bb9713d,6945af5c25ee29016567edf9,6970203490ab114a891dc9c8,sewage,gallon,day,negative,1,1,,,55,,,,,,3,28,1336,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6frgp0k6oau7xuv3938m8frr1kmlcteg,25,75,25,25,167,84,84,10,6942cdbe08f75d111bb9713d,6945af5c25ee29016567edf9,6970203490ab114a891dc9c8,sewage,gallon,day,negative,1,1,,,55,,,,,,3,29,3231,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6frgp0k6oau7xuv3938m8frr1kmlcteg,25,75,25,25,167,84,84,10,6942cdbe08f75d111bb9713d,6945af5c25ee29016567edf9,6970203490ab114a891dc9c8,sewage,gallon,day,negative,1,1,,,55,,,,,,3,30,3783,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6frgp0k6oau7xuv3938m8frr1kmlcteg,25,75,25,25,167,84,84,10,6942cdbe08f75d111bb9713d,6945af5c25ee29016567edf9,6970203490ab114a891dc9c8,sewage,gallon,day,negative,1,1,,,55,,,,,,4,31,2175,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6frgp0k6oau7xuv3938m8frr1kmlcteg,25,75,25,25,167,84,84,10,6942cdbe08f75d111bb9713d,6945af5c25ee29016567edf9,6970203490ab114a891dc9c8,sewage,gallon,day,negative,1,1,,,55,,,,,,4,32,2800,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6frgp0k6oau7xuv3938m8frr1kmlcteg,25,75,25,25,167,84,84,10,6942cdbe08f75d111bb9713d,6945af5c25ee29016567edf9,6970203490ab114a891dc9c8,sewage,gallon,day,negative,1,1,,,55,,,,,,4,33,1415,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6frgp0k6oau7xuv3938m8frr1kmlcteg,25,75,25,25,167,84,84,10,6942cdbe08f75d111bb9713d,6945af5c25ee29016567edf9,6970203490ab114a891dc9c8,sewage,gallon,day,negative,1,1,,,55,,,,,,4,34,1175,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6frgp0k6oau7xuv3938m8frr1kmlcteg,25,75,25,25,167,84,84,10,6942cdbe08f75d111bb9713d,6945af5c25ee29016567edf9,6970203490ab114a891dc9c8,sewage,gallon,day,negative,1,1,,,55,,,,,,4,35,1471,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6frgp0k6oau7xuv3938m8frr1kmlcteg,25,75,25,25,167,84,84,10,6942cdbe08f75d111bb9713d,6945af5c25ee29016567edf9,6970203490ab114a891dc9c8,sewage,gallon,day,negative,1,1,,,55,,,,,,4,36,1800,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6frgp0k6oau7xuv3938m8frr1kmlcteg,25,75,25,25,167,84,84,10,6942cdbe08f75d111bb9713d,6945af5c25ee29016567edf9,6970203490ab114a891dc9c8,sewage,gallon,day,negative,1,1,,,55,,,,,,4,37,1231,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6frgp0k6oau7xuv3938m8frr1kmlcteg,25,75,25,25,167,84,84,10,6942cdbe08f75d111bb9713d,6945af5c25ee29016567edf9,6970203490ab114a891dc9c8,sewage,gallon,day,negative,1,1,,,55,,,,,,4,38,1279,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6frgp0k6oau7xuv3938m8frr1kmlcteg,25,75,25,25,167,84,84,10,6942cdbe08f75d111bb9713d,6945af5c25ee29016567edf9,6970203490ab114a891dc9c8,sewage,gallon,day,negative,1,1,,,55,,,,,,4,39,1335,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6frgp0k6oau7xuv3938m8frr1kmlcteg,25,75,25,25,167,84,84,10,6942cdbe08f75d111bb9713d,6945af5c25ee29016567edf9,6970203490ab114a891dc9c8,sewage,gallon,day,negative,1,1,,,55,,,,,,4,40,4023,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tgrwfs8erv2yc5q6mzlgns86wabpm64k,25,75,25,25,167,84,84,10,694587bf33d102941b804de3,6945af5c25ee29016567edf9,697028cbe96a3e9f6d561426,sewage,gallon,day,negative,1,0.76672384219554,,,62,,,,,,1,1,8469,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tgrwfs8erv2yc5q6mzlgns86wabpm64k,25,75,25,25,167,84,84,10,694587bf33d102941b804de3,6945af5c25ee29016567edf9,697028cbe96a3e9f6d561426,sewage,gallon,day,negative,1,0.76672384219554,,,62,,,,,,1,2,5392,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tgrwfs8erv2yc5q6mzlgns86wabpm64k,25,75,25,25,167,84,84,10,694587bf33d102941b804de3,6945af5c25ee29016567edf9,697028cbe96a3e9f6d561426,sewage,gallon,day,negative,1,0.76672384219554,,,62,,,,,,1,3,3901,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tgrwfs8erv2yc5q6mzlgns86wabpm64k,25,75,25,25,167,84,84,10,694587bf33d102941b804de3,6945af5c25ee29016567edf9,697028cbe96a3e9f6d561426,sewage,gallon,day,negative,1,0.76672384219554,,,62,,,,,,1,4,5007,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tgrwfs8erv2yc5q6mzlgns86wabpm64k,25,75,25,25,167,84,84,10,694587bf33d102941b804de3,6945af5c25ee29016567edf9,697028cbe96a3e9f6d561426,sewage,gallon,day,negative,1,0.76672384219554,,,62,,,,,,1,5,5156,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tgrwfs8erv2yc5q6mzlgns86wabpm64k,25,75,25,25,167,84,84,10,694587bf33d102941b804de3,6945af5c25ee29016567edf9,697028cbe96a3e9f6d561426,sewage,gallon,day,negative,1,0.76672384219554,,,62,,,,,,1,6,6621,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tgrwfs8erv2yc5q6mzlgns86wabpm64k,25,75,25,25,167,84,84,10,694587bf33d102941b804de3,6945af5c25ee29016567edf9,697028cbe96a3e9f6d561426,sewage,gallon,day,negative,1,0.76672384219554,,,62,,,,,,1,7,5055,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tgrwfs8erv2yc5q6mzlgns86wabpm64k,25,75,25,25,167,84,84,10,694587bf33d102941b804de3,6945af5c25ee29016567edf9,697028cbe96a3e9f6d561426,sewage,gallon,day,negative,1,0.76672384219554,,,62,,,,,,1,8,4691,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tgrwfs8erv2yc5q6mzlgns86wabpm64k,25,75,25,25,167,84,84,10,694587bf33d102941b804de3,6945af5c25ee29016567edf9,697028cbe96a3e9f6d561426,sewage,gallon,day,negative,1,0.76672384219554,,,62,,,,,,1,9,9149,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tgrwfs8erv2yc5q6mzlgns86wabpm64k,25,75,25,25,167,84,84,10,694587bf33d102941b804de3,6945af5c25ee29016567edf9,697028cbe96a3e9f6d561426,sewage,gallon,day,negative,1,0.76672384219554,,,62,,,,,,1,10,7974,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tgrwfs8erv2yc5q6mzlgns86wabpm64k,25,75,25,25,167,84,84,10,694587bf33d102941b804de3,6945af5c25ee29016567edf9,697028cbe96a3e9f6d561426,sewage,gallon,day,negative,1,0.76672384219554,,,62,,,,,,2,11,6566,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tgrwfs8erv2yc5q6mzlgns86wabpm64k,25,75,25,25,167,84,84,10,694587bf33d102941b804de3,6945af5c25ee29016567edf9,697028cbe96a3e9f6d561426,sewage,gallon,day,negative,1,0.76672384219554,,,62,,,,,,2,12,4459,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tgrwfs8erv2yc5q6mzlgns86wabpm64k,25,75,25,25,167,84,84,10,694587bf33d102941b804de3,6945af5c25ee29016567edf9,697028cbe96a3e9f6d561426,sewage,gallon,day,negative,1,0.76672384219554,,,62,,,,,,2,13,4450,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tgrwfs8erv2yc5q6mzlgns86wabpm64k,25,75,25,25,167,84,84,10,694587bf33d102941b804de3,6945af5c25ee29016567edf9,697028cbe96a3e9f6d561426,sewage,gallon,day,negative,1,0.76672384219554,,,62,,,,,,2,14,2604,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tgrwfs8erv2yc5q6mzlgns86wabpm64k,25,75,25,25,167,84,84,10,694587bf33d102941b804de3,6945af5c25ee29016567edf9,697028cbe96a3e9f6d561426,sewage,gallon,day,negative,1,0.76672384219554,,,62,,,,,,2,15,2910,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tgrwfs8erv2yc5q6mzlgns86wabpm64k,25,75,25,25,167,84,84,10,694587bf33d102941b804de3,6945af5c25ee29016567edf9,697028cbe96a3e9f6d561426,sewage,gallon,day,negative,1,0.76672384219554,,,62,,,,,,2,16,3270,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tgrwfs8erv2yc5q6mzlgns86wabpm64k,25,75,25,25,167,84,84,10,694587bf33d102941b804de3,6945af5c25ee29016567edf9,697028cbe96a3e9f6d561426,sewage,gallon,day,negative,1,0.76672384219554,,,62,,,,,,2,17,2392,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tgrwfs8erv2yc5q6mzlgns86wabpm64k,25,75,25,25,167,84,84,10,694587bf33d102941b804de3,6945af5c25ee29016567edf9,697028cbe96a3e9f6d561426,sewage,gallon,day,negative,1,0.76672384219554,,,62,,,,,,2,18,2103,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tgrwfs8erv2yc5q6mzlgns86wabpm64k,25,75,25,25,167,84,84,10,694587bf33d102941b804de3,6945af5c25ee29016567edf9,697028cbe96a3e9f6d561426,sewage,gallon,day,negative,1,0.76672384219554,,,62,,,,,,2,19,4391,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tgrwfs8erv2yc5q6mzlgns86wabpm64k,25,75,25,25,167,84,84,10,694587bf33d102941b804de3,6945af5c25ee29016567edf9,697028cbe96a3e9f6d561426,sewage,gallon,day,negative,1,0.76672384219554,,,62,,,,,,2,20,4194,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tgrwfs8erv2yc5q6mzlgns86wabpm64k,25,75,25,25,167,84,84,10,694587bf33d102941b804de3,6945af5c25ee29016567edf9,697028cbe96a3e9f6d561426,sewage,gallon,day,negative,1,0.76672384219554,,,62,,,,,,3,21,4986,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tgrwfs8erv2yc5q6mzlgns86wabpm64k,25,75,25,25,167,84,84,10,694587bf33d102941b804de3,6945af5c25ee29016567edf9,697028cbe96a3e9f6d561426,sewage,gallon,day,negative,1,0.76672384219554,,,62,,,,,,3,22,3422,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tgrwfs8erv2yc5q6mzlgns86wabpm64k,25,75,25,25,167,84,84,10,694587bf33d102941b804de3,6945af5c25ee29016567edf9,697028cbe96a3e9f6d561426,sewage,gallon,day,negative,1,0.76672384219554,,,62,,,,,,3,23,1981,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tgrwfs8erv2yc5q6mzlgns86wabpm64k,25,75,25,25,167,84,84,10,694587bf33d102941b804de3,6945af5c25ee29016567edf9,697028cbe96a3e9f6d561426,sewage,gallon,day,negative,1,0.76672384219554,,,62,,,,,,3,24,2153,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tgrwfs8erv2yc5q6mzlgns86wabpm64k,25,75,25,25,167,84,84,10,694587bf33d102941b804de3,6945af5c25ee29016567edf9,697028cbe96a3e9f6d561426,sewage,gallon,day,negative,1,0.76672384219554,,,62,,,,,,3,25,2098,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tgrwfs8erv2yc5q6mzlgns86wabpm64k,25,75,25,25,167,84,84,10,694587bf33d102941b804de3,6945af5c25ee29016567edf9,697028cbe96a3e9f6d561426,sewage,gallon,day,negative,1,0.76672384219554,,,62,,,,,,3,26,3687,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tgrwfs8erv2yc5q6mzlgns86wabpm64k,25,75,25,25,167,84,84,10,694587bf33d102941b804de3,6945af5c25ee29016567edf9,697028cbe96a3e9f6d561426,sewage,gallon,day,negative,1,0.76672384219554,,,62,,,,,,3,27,2489,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tgrwfs8erv2yc5q6mzlgns86wabpm64k,25,75,25,25,167,84,84,10,694587bf33d102941b804de3,6945af5c25ee29016567edf9,697028cbe96a3e9f6d561426,sewage,gallon,day,negative,1,0.76672384219554,,,62,,,,,,3,28,2001,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tgrwfs8erv2yc5q6mzlgns86wabpm64k,25,75,25,25,167,84,84,10,694587bf33d102941b804de3,6945af5c25ee29016567edf9,697028cbe96a3e9f6d561426,sewage,gallon,day,negative,1,0.76672384219554,,,62,,,,,,3,29,3403,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tgrwfs8erv2yc5q6mzlgns86wabpm64k,25,75,25,25,167,84,84,10,694587bf33d102941b804de3,6945af5c25ee29016567edf9,697028cbe96a3e9f6d561426,sewage,gallon,day,negative,1,0.76672384219554,,,62,,,,,,3,30,6761,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
