id,mu_c,mu_a,sd_c,sd_a,threshold,c,a,n_learning,vignette,units,interval,valence,cause,confidence,justification,vibes_c,vibes_a,age,gender,attention_check,comments,rt_judgment,rt_confidence
zrafpfrwakzafnaeb2zezkxx8gn73ys1,75,75,25,25,167,84,84,10,sales,ream,day,positive,0.654953719574906,0.840075419952006,"She put up half the effort, so she's a good bit responsible. It's not like she was lagging way behind.",0.392355159410353,0.267569420637641,36,Male,Yes.,NA,8245,3579
swr3f80j7kw5eqzdoh1b2oyh2jkgzcv4,25,75,25,25,83,84,84,10,sewage,gallon,day,negative,0.509708737864078,0.374928612221588,"I responded with what I thought was the answer, the wording made me second guess my initial response.",0.493146773272416,0.377784123358081,39,Male,Yes.,Nothing comes to mind right now.,29540,7648
rk2m1xmspqnoh7n3ebmps5g5l2soq78s,25,75,25,25,83,84,84,10,savings,dollar,month,positive,0.131217838765009,0.866209262435678,"Throughout the blocks, Lisa made a lot more money than Luke.",0.798456260720412,0,40,Male,Yes.,no,61153,3272
v79orhmer7be67kneu215opzypduh8w7,75,75,25,25,83,84,84,10,savings,dollar,month,positive,0.662193032552827,0.839805825242718,"He is always contributing so he deserves some credit for it, even if he saves less than Lisa.",0.108223872073101,0.0431182181610508,45,Male,Yes.,NA,24057,6186
ujb4nt1ho1ez1jvuwqnbszsd7jwrx76n,75,75,25,25,167,84,84,10,electricity,megawatt,day,negative,0.650232444335699,0.887080988500122,Both of the men had a part in causing the power grid to use non-renewable energy since both of them used the same amount of energy it is both of their faults.,0.178492781991681,0.286151211157328,40,Male,Yes.,No,22155,6935
m6ezfmckao3rh0g3fomto4xbxxavuzk9,25,75,25,25,167,84,84,10,electricity,megawatt,day,negative,0.449399656946827,0.397112635791881,"Chester typically (or really, almost always) uses significantly less power than Franklin. On this particular day, their usage was equal to Franklin's. So at best, it seems that the fault would be shared equally.",0.514665523156089,0.107890222984563,42,Male,Yes.,NA,21423,5652
rpp5xucsas2dvk8qxa1o0lflkfu2g50q,75,75,25,25,83,84,84,10,funding,student,year,positive,0.508629931389365,1,"they both sent the exact same amount, so they are equal in responsability",0.562781410806175,0.408662092624357,19,Female,Yes.,NA,16230,5249
n391gjshj5t2ln6fy1fo0hl479cnybp7,25,75,25,25,167,84,84,10,electricity,megawatt,day,negative,0,1,It takes 2 to tango. Both cities used energy. One city itself is not responsible for the increased usage.,0.333809251856082,0.114505996573387,64,Female,Yes.,"all was good, thank you!",21631,5943
5nju7shjsw7fwqnmygelzusrqbb9gx9t,25,75,25,25,83,84,84,10,sales,ream,day,positive,0.593481989708405,0.615780445969125,well basically i responded the way i did was by way of the fact that they recorded a more profits compared to that of the losses,0.575471698113208,0.621783876500858,57,Male,Yes.,na,3525,4284
5zoeg0b2lb5b1zw7phpwb3alab8nvpao,75,75,25,25,83,84,84,10,sewage,gallon,day,negative,0.975145697634556,0.995714775454234,It individually produced enough to polute,0.212032910524511,0.225745629070963,22,Female,Yes.,no,9686,3565
0eyu8qp44m4ycgj1w88nv1r9tz59y6pj,75,75,25,25,167,84,84,10,trucking,ton,day,negative,0.580905039424066,0.626157010627357,I felt like they were equally responsible.,0.388241343846418,0.396468974974289,63,Female,Yes.,NA,26022,5821
ss8dkoszgus2gh7phlh3k2s4b3o4qr1v,75,75,25,25,83,84,84,10,funding,student,year,positive,0.864493996569468,0.927958833619211,because,0.0626072041166381,0.0728987993138937,69,Female,Yes.,No,24014,24163
x9ur2ty8p70zu8pbhf10bedweemgv6fv,75,75,25,25,167,84,84,10,savings,dollar,month,positive,0.505145797598628,0.656946826758148,"I thought it was half true, because without Lisa's equal contribution the bonus wouldn't have been possible.",0.460548885077187,0.463979416809605,37,Male,Yes.,None.,23903,9487
6qzhmjkr5jblhvqm9napxzdwcqjtrg9z,25,75,25,25,83,84,84,10,sewage,gallon,day,negative,0.631353512278698,0.637064534551685,i did not put my answer as 100% totally because each plant is contributing to the river being polluted,0.884922901199315,0.0602512849800114,25,Female,Yes.,NA,24922,5728
ubz1mz7ahcxy9spndqcve2oqq8da5hrq,75,75,25,25,83,84,84,10,trucking,ton,day,negative,0.593388186106347,0.892380467409949,"Ned had to take two trips due to the total order of both companies exceeding 83 tons, so Hammerco's 84 tons contributed but did not alone cause the two trips.",0.0163352272727273,0.0193235420240137,37,Female,Yes.,NA,51605,9654
50h1lxpolsxba1l7bwwffbt9qjx64btb,25,75,25,25,83,84,84,10,funding,student,year,positive,0.0917667238421955,0.856775300171527,Because Williamsburg South sent the vast majority of students to universities in general.,0.505145797598628,0.115780445969125,41,Female,Yes.,NA,18843,2020
wseb6c6qjy96l2n9173ha0l5b8dvnpyv,75,75,25,25,167,84,84,10,electricity,megawatt,day,negative,0.506861063464837,1,I see no reason the towns wouldn't be equally responsible when they used the exact same amount of electricity.,0,0.601200686106347,22,Other,Yes.,No.,16391,8223
0w6cdp92ezgpz59j12v0u9535x2cpu18,25,75,25,25,83,84,84,10,funding,student,year,positive,1,0.878069674471731,"Williamsburg North’s 84 students were part of the total that triggered the additional funding, so it played a direct causal role.

",0.828383780696745,0.78269560251285,35,Male,Yes.,Everything ran smoothly. Thank you!,58556,8033
17zzxca60pwzdlcgbv1uvdngetfcsz0q,75,75,25,25,167,84,84,10,trucking,ton,day,negative,1,1,Both companies are responsible for the 2 trips.,0.016295025728988,0.00771869639794168,56,Male,Yes.,NA,26551,6983
nflufe1q80n3vsu6jphjv1v711yg0ux5,75,75,25,25,167,84,84,10,funding,student,year,positive,1,0.890812478573877,because enough student were sent to get funding,0.855845046280425,0.859958861844361,67,Female,Yes.,NA,19453,5593
rnrvwgjsdenrqed7brjjzoy9hz53r4w0,25,75,25,25,83,84,84,10,funding,student,year,positive,0.484009137635637,0.731867504283267,It was equally responsible as the other option. There is no metric to make it more than 50% responsible.,0.727298686464877,0.209880068532267,38,Male,Yes.,NA,45165,3074
eaf97xyvqy9vzrqmju6u4avgq4bd1cpu,75,75,25,25,83,84,84,10,trucking,ton,day,negative,0.798456260720412,0.88336192109777,I just felt by them ordering over the limit it required 2 trips themselves.,0.17409948542024,0.15008576329331,58,Male,Yes.,none,18683,4324
qtwto1k7vs36elowampumd6vvg10s4ra,75,75,25,25,83,84,84,10,trucking,ton,day,negative,0.501715265866209,0.825042881646655,Both companies were equally responsible because they both ordered more than 83 tons.,0,0,21,Male,Yes.,NA,22839,7366
yqvf22am5cjg056k3r8act2sdamcrh1f,75,75,25,25,83,84,84,10,trucking,ton,day,negative,0.751286449399657,0.735849056603774,The trips were justifiable for that figure.,0.455403087478559,0.704116638078902,56,Female,Yes.,NA,20359,7384
n6kuuhwu2zq6vb6zvh35pwbfjedbrdxq,75,75,25,25,83,84,84,10,funding,student,year,positive,0.0632499142955091,0.899725745629071,"Because South's 84 students already exceeded the 83 threshold, making North's contribution unnecessary for triggering the funding",0.21957490572506,0.209976002742544,37,Female,Yes.,NA,394932,5043
zah33j3vaeqn06nh9e2l1mz1xdt13w1u,25,75,25,25,167,84,84,10,savings,dollar,month,positive,1,1,i gave my best answer,0.560034305317324,0.573756432246998,40,Male,Yes.,no,10229,7163
w2za6oxv1a3nukkyz8lhee0j5l95hddh,25,75,25,25,167,84,84,10,trucking,ton,day,negative,0.495711835334477,1,They both equally contributed to him having to make two trips so I tried to get it just in the middle.,0.667238421955403,0.269296740994854,22,Male,Yes.,NA,18386,4389
axzx86qy9wme1f2vh9u9evy0edxt7n77,25,75,25,25,83,84,84,10,trucking,ton,day,negative,0.764545220304045,0.879979386755991,If they ordered less then he wouldnt have to make 2 trips,0.670548827621747,0,37,Male,Yes.,NA,50549,7767
hqxdy40lqwbt68z0v1umkqmr4moxg4tl,75,75,25,25,83,84,84,10,funding,student,year,positive,0.528301886792453,1,"They equally contributed, even though if the other high school sent 0 students it would of been enough to receive more funding.",0,0,36,Female,Yes.,None.,22949,9214
5p1kotvkxxrxjbr5hz0462tmlxgrbxqg,75,75,25,25,167,84,84,10,electricity,megawatt,day,negative,0,1,because i see the data and it is what makes sense,0.103016798080219,0.0865615358244772,28,Female,Yes.,no,13115,4259
4sopz62knr4rnrfurr5tbpal5m4ce15t,25,75,25,25,83,84,84,10,electricity,megawatt,day,negative,1,1,"Because Chester was the first one on the list, so I picked that one. Technically, they both caused it to go over, but when it actually went over, we don't know who had the biggest pull",0.529159519725557,0.167238421955403,52,Female,Yes.,NA,31791,8647
lxjbpwvdgu79krvq9jv9nmyuez5ha200,75,75,25,25,83,84,84,10,trucking,ton,day,negative,1,0.905660377358491,"Hammerco ordered 84 tons, even though the other place ordered more. Since the limit is 83, he'd have to make two trips just for Hammerco alone.",0.0248713550600343,0.0283018867924528,55,Female,Yes.,Interesting and fun study to do.,37857,12620
twx7uk2shdjnr8jqjp56npv2zqy0hr3w,75,75,25,25,167,84,84,10,trucking,ton,day,negative,0.669327610872675,0.441859799713877,I responded based on how many tons that was carried in the trip.,0.621030042918455,0.430042918454936,23,Male,Yes.,NA,26900,7628
kofnpjavh4qv0eze0dvcvphbt7drjwv3,25,75,25,25,167,84,84,10,electricity,megawatt,day,negative,0.497227916511368,0.302925829295565,"I see your point. Since Chester used higher than their average, it suprpsiingly caused the overage. However, they are NOT the only culprit.",0.621925083861349,0.0265327991054789,57,Male,Yes.,N/A,32801,6017
uek56stx8p3jvng42nwn8wvf0dmrqxfp,75,75,25,25,167,84,84,10,savings,dollar,month,positive,0.491303066037736,0,I didn't want to answer totally for him because I did not want to give him all the credit for getting the bonus.,0.981239279588336,0,55,Female,Yes.,NA,33732,5397
xeytnbaujf9943ld8jtcj28cux33shku,75,75,25,25,83,84,84,10,electricity,megawatt,day,negative,1,1,because anything over 83 megawatts triggers the non renewable energy. I would have given the same response in regard to Franklin.,0.188035653068221,0.203119643469318,68,Male,Yes.,enjoyed the study.,35040,17222
5fo6sggc0889n5e3gqs857a4lj3zryt8,75,75,25,25,167,84,84,10,funding,student,year,positive,0.472555746140652,0.777015437392796,correspond value is high,0.656089193825043,0.736706689536878,26,Male,Yes.,no,243957,7263
a6nxkmkad6fxnhs176s1mmfuh24a35gw,75,75,25,25,167,84,84,10,electricity,megawatt,day,negative,0.550626404173489,0.521400555957504,Cause I felt that I was right in law with your time,0.560384219945928,0.584002894025361,36,Female,Yes.,No,2562,1286
9one8mse21qwna83n425798k8t5arzf7,25,75,25,25,167,84,84,10,savings,dollar,month,positive,0.476688378471032,0.578162495714775,NA,0.449948577305451,0.274425779910867,32,Male,Yes.,NA,4040,3231
tduhj1p44nqmqqt76vkc6wjh9owhxl5v,25,75,25,25,167,84,84,10,electricity,megawatt,day,negative,0.506861063464837,1,"Chester is only half at ""fault"" for the power grid using non-renewable energy. Franklin used just as much.",0.565180102915952,0.122641509433962,33,Female,Yes.,NA,17020,5076
tuppuse80o9rsdjgwtrffp6bxhb9ox5q,75,75,25,25,167,84,84,10,sewage,gallon,day,negative,0.260144189536878,0.602982954545455,"Because both contributed the same amount, 84 gallons, so we can't say that one is necessarily responsible, when they both did the same thing",0.329612457118353,0.329277444253859,21,Female,Yes.,Im not sure if I was supposed to be actually keeping track of the values to calculate the average or if it was just sort of a guess/prediction based on what I saw/recalled,20168,2509
hrrwrg8cf1z9pgsdjms3h50kdls6t5m3,25,75,25,25,83,84,84,10,electricity,megawatt,day,negative,0.544596912521441,0.79073756432247,I responded based on my understandin of the instructions,0.738421955403088,0.608061749571184,55,Female,Yes.,NONE,15198,7219
czkn0gwve06ktr9vgo6cvq1hmho4ewa9,25,75,25,25,167,84,84,10,savings,dollar,month,positive,0.501795668953688,0.508897941680961,They each contributed an equal amount so each person was equally as responsible for earning the bonus.,0.749276372212693,0.333431603773585,58,Male,Yes.,no,24973,9627
8huftmgmbu4fdujeyjc2dcuzskzkw5ws,75,75,25,25,83,84,84,10,funding,student,year,positive,0.687821612349914,0.718696397941681,Just how I feel.,0.0523156089193825,0.0728987993138937,31,Male,Yes.,NA,7332,4923
ef4hbk1yuny72u7oobowj7qsxfsbsc3v,25,75,25,25,83,84,84,10,sewage,gallon,day,negative,1,1,"Regardless of the other plant, it is already producing more than what the treatment plant can handle.",1,0,45,Male,Yes.,none,17753,4556
f1wem2yg3t4juvmkchh5nky9suzy5m06,25,75,25,25,167,84,84,10,electricity,megawatt,day,negative,0.64065180102916,0.422813036020583,"It feels like this city usually uses less than its share of power. If it were to use a lot more than usual, it would be responsible for straining the grid. It would be unusual for it to use so much power relative to the other city.",0.716123499142367,0.307890222984563,35,Male,Yes.,"The task was pretty difficult, but I tried to pay close attention.",41142,11430
c9q05p74cqraa0nykbzjr7nznsvo49oq,25,75,25,25,83,84,84,10,electricity,megawatt,day,negative,1,1,They used too much energy.,1,1,57,Female,Yes.,This was a very FUN study!!!! :),28129,14087
fjzn8844oyzfckx0j1zoy7odbvgxznp4,25,75,25,25,83,84,84,10,funding,student,year,positive,0.515083990401097,0.925094274940007,"Both sent 84 students so if only one of them did that, they would get the additional funding as it was over 83 combined.",0.796880356530682,0.0413095646211862,65,Female,Yes.,NA,31007,12383
q0yx960k43sj44xpdmt2qh5avwz8xo95,25,75,25,25,167,84,84,10,trucking,ton,day,negative,0.339146531566641,0.691445830085737,Because Hammerco usually ordered fewer tons of bricks than Brick Works.,0.859021823850351,0.0390685892439595,63,Female,Yes.,no,21305,9320
50x5sek01luntlr6ab970at44y4j7lsy,75,75,25,25,83,84,84,10,electricity,megawatt,day,negative,1,1,Because they used above 83 which is supposed to be for the 2 towns,0.478059650325677,0.498628728145355,31,Male,Yes.,NA,22787,10316
zeaofbb25zqsku8gzb86vqmcwryc21kz,75,75,25,25,167,84,84,10,sales,ream,day,positive,0.49272352058319,1,"Susan contributed exactly 50% to them making a profit today, so that is how I scored her contribution on the scale.",0.676216766723842,0.396239815608919,56,Male,Yes.,Nothing to add - thank you.,15264,6548
9x9vbr26jur5puwk6mmw1ovqg1knqxga,75,75,25,25,83,84,84,10,funding,student,year,positive,0.00171526586620926,0.963979416809606,"South sent enough students alone to meet the funding threshold, so North's students did not cause it.
",0.000857632933104631,0.00257289879931389,51,Female,Yes.,None.,35262,30102
jpyjpzkcg3cwbhffcjzaya8zqegufh9v,25,75,25,25,83,84,84,10,sales,ream,day,positive,0.393774985722444,0.212164477441462,"I feel like her efforts contributed to the branch making a profit since she did sell so much, but I'm not incredibly confident that that's the right answer since Mike sold enough to make a profit on his own too.",0.370930896630497,0.222444317532838,41,Other,Yes.,NA,27154,9204
xfp9ye3vhqfq2q8atacmoage6dd5chhg,75,75,25,25,83,84,84,10,savings,dollar,month,positive,0.610562823553413,0.105781246015352,"Luke was partially responsible because he put in more than 83, but it could be said the other person was responsible because they put in more than 83. Either way, they both achieved the amount needed for the bonus",0.688802182949532,0.0838752454543136,72,Female,Yes.,NA,19458,8974
orc8f54hxc3s2pyj1x90sja3ksabsk8e,75,75,25,25,167,84,84,10,savings,dollar,month,positive,0.762135922330097,0.839805825242718,"Because Lisa saving 84 means they needed that same amount, they both contributed the right amount.",0.673615077098801,0.695316961736151,40,Female,Yes.,Nope,9733,3864
rjexx3h4d1uoy9y43j3earswtte04lac,75,75,25,25,83,84,84,10,sales,ream,day,positive,1,0.844374643061108,"I feel confident based on what I have been given and seeing their performances over the 40 times that I was asked to make a choice, it would be evident",0.199600228440891,0.206453455168475,29,Male,Yes.,Very interesting and engaging study,43190,19453
ls6pn9rcfajsde0gtwxqca7obc3mh0mk,25,75,25,25,167,84,84,10,sewage,gallon,day,negative,0.594617757970518,0.33339046966061,I feel like technically yes they did contribute to the pollution overspilling but they overall seem to have a lower amount of pollution so I feel like its less their fault fully,0.598045937607131,0.135927322591704,33,Female,Yes.,no,23471,6168
9gfk37gfo8q97afdcblp05jssy7zu95z,25,75,25,25,167,84,84,10,trucking,ton,day,negative,0.837907375643225,0.843053173241853,"Both brick orders were at 84, so the two companies equally made him make 2 trips that day.",0.760720411663808,0.204974271012007,22,Male,Yes.,No,27630,2446
39n1v0hhj1xw047pbubhuq6t5l230xpw,25,75,25,25,83,84,84,10,sewage,gallon,day,negative,1,1,"Since only 83 gallons of water is capable of being filtered per day before the rest pollutes the river, even one gallon over (84) would pollute the river.",0.608061749571184,0.0506003430531732,19,Female,Yes.,"No, thank you.",33479,7619
jrwd4cx8h4w648pk7tnm5agt2p6ydxuw,25,75,25,25,167,84,84,10,savings,dollar,month,positive,0.52151017698102,0.990406850287337,"Because in this effort, it was 50/50.",0.74423609680152,0.00279323213590677,36,Female,Yes.,NA,19616,5472
jws0qfzx2nggy3t03379n3m5ysy5a7n3,25,75,25,25,83,84,84,10,funding,student,year,positive,1,0.530285162950257,They had the required amount of students.,0.173054245283019,0.196290737564322,40,Male,Yes.,No issues with study,33153,9540
ft33q40nv18wgkqwt6e8szrxyc26akdg,25,75,25,25,167,84,84,10,funding,student,year,positive,1,1,"They sent more than their usual average for the year, causing the total to go over 167.",0.761227288309908,0.271683236201577,39,Male,Yes.,NA,16058,4773
komf7h3m71790jtcnz2r8b82hzonvwfj,25,75,25,25,167,84,84,10,funding,student,year,positive,1,1,It was clear that the school got more funding due to the schools sending students to university.,0.731266080617496,0.473024764150943,68,Male,Yes.,NA,16159,8232
9c2kf06tbx7l26qtcp8kah9px6dfmmu2,75,75,25,25,167,84,84,10,funding,student,year,positive,0.790677758747247,0.0155370687545877,"I doesn't seem fair to say it was due to them sending 84 kids, since South was the other part of the equation",0,0.894421335943235,26,Female,Yes.,NA,20639,4928
qw7434qo3cpdu20mgguwlo8j6wlp93s7,75,75,25,25,167,84,84,10,savings,dollar,month,positive,0.818820706205005,0.805107987658553,"because if luke didn't deposit that amount, they could have reached a deposit of over 167 dollars",0.200377099760027,0.349845731916352,65,Female,Yes.,NA,16023,25791
u1bdzu8zl1dhlpkvtp0bs5rvp6s06lqn,75,75,25,25,83,84,84,10,savings,dollar,month,positive,0.990915323962976,1,because that is what was stated,0.522625985601646,0.976516969489201,30,Male,Yes.,NA,7993,4645
9n6cnscgajtrag6fux2eglk7a1q39o56,75,75,25,25,167,84,84,10,sales,ream,day,positive,1,1,If Susan had only sold 83 reams of paper the company would not have made a profit at all.,0.502941759767304,0.514201978801701,65,Female,Yes.,I had questions as to what averages you wanted.  Where they for each block or for the entire 40 blocks.,41873,23658
0dzc9qxr0c470vofqzqpnk08r2smq8w2,25,75,25,25,167,84,84,10,trucking,ton,day,negative,0.908639012684265,0.811278711004457,One over the limit.  Both were the same amount.,0.836647240315393,0.600788481316421,55,Male,Yes.,NA,19083,9623
046jsw7j0wae933oyl3t4llhwlrfouxl,75,75,25,25,83,84,84,10,sewage,gallon,day,negative,1,0.893805309734513,The plant went over the 83-gallon maximum.,0.973451327433628,0.982300884955752,55,Female,Yes.,NA,9472,15272
qy44f5s36xbcwkx6zy92o5etfcxl2c8q,25,75,25,25,167,84,84,10,sewage,gallon,day,negative,1,0.743071933962264,They both are responsible for contributing a towards the river getting polluted. Typically their contributions are much less but today their higher contribution caused the pollution.,0.0741852487135506,0,31,Female,Yes.,NA,17130,4822
t9thpqcdv0wzn5uq8v90uq217pgv878y,25,75,25,25,167,84,84,10,sewage,gallon,day,negative,0.0310250257113473,0.974460061707233,"it wasnt that one plant had a certain amount, it is that both plants TIED and or surpassed 83 each. Neither plant specifically is at fault",0.432122043195063,0.434864586904354,32,Male,Yes.,NA,22465,10233
o5og8y4zu142o7yfnqu0p1r8jbj16y13,25,75,25,25,167,84,84,10,sales,ream,day,positive,0.487135506003431,0.689536878216124,"If Susan sells high the company will have a profit for sure. Because ,Mike always sells high.",0.80188679245283,0.515437392795883,51,Female,Yes.,NA,80165,22538
rzcsug53hhdkslmu68sf5lv1d1g6fj1e,75,75,25,25,167,84,84,10,savings,dollar,month,positive,0.548885077186964,0.991423670668954,they had equal opportunities to save and he did 50%,0,0.997427101200686,71,Other,Yes.,NA,20650,4666
frple2lm6wbeg2mznv4fynbug0m8pne3,75,75,25,25,83,84,84,10,electricity,megawatt,day,negative,0.518010291595197,0.830188679245283,because it was not solely the responsibility of Chester triggering the use of non-renewable energy.,0.253001715265866,0.261578044596913,59,Male,Yes.,It was interesting,29942,13883
gfuuhjzwq1s6hda3d5a016jup3x3wzwk,25,75,25,25,83,84,84,10,electricity,megawatt,day,negative,1,0.804069501600366,"Since the power grid can only supply 83kW of electricity for both cities per day, using 84kW already puts that over the limit for the day",0.8303040695016,0.0116312299954275,37,Female,Yes.,none,26525,13917
nbd2on0s5hysraztqy37epfgvp9gqwhw,75,75,25,25,83,84,84,10,savings,dollar,month,positive,0.496569468267581,0.898799313893654,"I responded that way because Luke’s savings alone met the threshold, but Lisa’s contribution also mattered.",0.0711835334476844,0.107204116638079,64,Female,Yes.,No,16678,3496
om38hctk2g2q6xehzp65udfa7pbo4zwz,75,75,25,25,83,84,84,10,sales,ream,day,positive,0.819897084048027,0.857632933104631,according to my understanding,0.860205831903945,0.971698113207547,36,Male,Yes.,NA,21388,13388
yepanq7nl97w2d6qhp3qljdp2um0dom8,25,75,25,25,83,84,84,10,trucking,ton,day,negative,1,1,"Each company ordered more than 83 tons, therefore, Ned will be making a total of 4 trips. The statement that Hammercos order caused Ned to take two trips is correct.",0,0,70,Male,Yes.,none,64263,15544
z6c39903spwutnu2bwcpksm1uku3vruj,25,75,25,25,167,84,84,10,trucking,ton,day,negative,0,1,if only the company ordered that many bricks then it would be below capaity of the bridge,0.414236706689537,0.741852487135506,60,Female,Yes.,NA,29688,8422
vbj0dt6e147zyh8oep12d002ovh486eh,75,75,25,25,167,84,84,10,sales,ream,day,positive,0.836620926243568,0.825806710977702,"Because without it then it wouldn't have got the profit. I mean, I don't get that. It seems like a very weird question unless I'm missing something.",0.141857847341338,0.26559819897084,46,Male,Yes.,NA,12907,6519
ky44mn7n086cy4x0nrzj6ror2hqwnpf7,75,75,25,25,167,84,84,10,sales,ream,day,positive,0.493996569468268,0.851629502572899,I responded the way I did (50%) because Susan and Mike were equally responsible for causing the branch to make a profit.,0.0540308747855918,0.0643224699828473,23,Female,Yes.,6 minutes feels like way too short an intended completion time for a survey containing so much memory work and mental math/estimation.,20332,10932
fn3nsbfv91szvfn6rplsu93pc84nw5x9,75,75,25,25,83,84,84,10,sales,ream,day,positive,1,1,Because to make a profit Susan and Mike had to sell over 83 seems of paper. So Susan selling 84 reams on her own would guarantee a profit for the day no matter what Mike sold.,0.0480274442538593,0.0548885077186964,37,Female,Yes.,NA,37965,11189
c7mfp5fenn2gbe4um1nwsnugtuujl5fw,25,75,25,25,167,84,84,10,trucking,ton,day,negative,0.235849056603774,0.856775300171527,Hammerco contributed to the total weight but was not independently responsible for the load being overweight.,0.61663807890223,0,47,Female,Yes.,No,18447,6293
9q16qtvwtzu72thk9t69prqj9dwjroxj,25,75,25,25,167,84,84,10,sewage,gallon,day,negative,0.490566037735849,0.751286449399657,"It is a mixture of both plants, not just one plant that caused the river to get polluted.",0.514579759862779,0.121783876500858,36,Male,Yes.,Thanks for the opportunity,13598,4745
xrkh14scdqefr6qno1v3r0w5wc1rfa6z,75,75,25,25,83,84,84,10,trucking,ton,day,negative,1,0.513706453455168,"84 tons exceeded the bridge capacity of 83 tons, so he would have had to make two trips no matter what the other company ordered.",0.22587093089663,0.20416904625928,59,Male,Yes.,NA,24879,8165
3mqbz0njdawqwv9xpd792amc0eg7s5f0,75,75,25,25,83,84,84,10,sewage,gallon,day,negative,0.993969768439108,0.984187392795883,"because it takes 83 gallons for it to flood, and it had 84",0.27454974271012,0.127438893653516,21,Female,Yes.,NA,7666,4498
zhy7orme7zb9fbux3o0utlvxbp8zvhyz,75,75,25,25,83,84,84,10,trucking,ton,day,negative,1,1,Based on the previous information presented. I went with my gut and the best decision based on the instructions.,0,0,51,Female,Yes.,Thank you!,16086,8160
nf6bz1hvhk9duqzmbm1thgd4z7b3eh9b,25,75,25,25,167,84,84,10,sales,ream,day,positive,0.512006861063465,1,Their output looked equal to me.,0,0,62,Male,Yes.,NA,38873,8238
